"Year","Sector","Month","Sex","C_Length"
2011.00,"Sector_1",11,"O",105.30
2011.00,"Sector_1",11,"O",107.60
2011.00,"Sector_1",11,"O",100.10
2011.00,"Sector_1",11,"F",105.20
2011.00,"Sector_1",11,"O",87.50
2011.00,"Sector_1",11,"F",98.30
2011.00,"Sector_1",11,"F",112.30
2011.00,"Sector_1",11,"O",108.70
2011.00,"Sector_1",11,"F",97.30
2011.00,"Sector_1",11,"O",96.40
2011.00,"Sector_1",11,"O",99.90
2011.00,"Sector_1",11,"F",100.60
2011.00,"Sector_1",11,"O",100.50
2011.00,"Sector_1",11,"F",110.50
2011.00,"Sector_1",11,"F",99.40
2011.00,"Sector_1",11,"O",103.50
2011.00,"Sector_1",11,"F",97.40
2011.00,"Sector_1",11,"F",109.80
2011.00,"Sector_1",11,"F",107.20
2011.00,"Sector_1",11,"F",104.50
2011.00,"Sector_1",11,"F",109.70
2011.00,"Sector_1",11,"F",104.20
2011.00,"Sector_1",11,"F",99.60
2011.00,"Sector_1",11,"F",118.30
2011.00,"Sector_1",11,"O",97.30
2011.00,"Sector_1",11,"F",100.80
2011.00,"Sector_1",11,"F",103.20
2011.00,"Sector_1",11,"F",108.40
2011.00,"Sector_1",11,"F",105.40
2011.00,"Sector_1",11,"F",105.10
2011.00,"Sector_1",11,"F",105.70
2011.00,"Sector_1",11,"F",106.10
2011.00,"Sector_1",11,"F",98.10
2011.00,"Sector_1",11,"F",102.50
2011.00,"Sector_1",11,"F",105.40
2011.00,"Sector_1",11,"O",94.20
2011.00,"Sector_1",11,"O",104.40
2011.00,"Sector_1",11,"F",90.30
2011.00,"Sector_1",11,"F",100.40
2011.00,"Sector_1",11,"O",96.10
2011.00,"Sector_1",11,"O",94.90
2011.00,"Sector_1",11,"O",88.70
2011.00,"Sector_1",11,"O",89.80
2011.00,"Sector_1",11,"O",104.50
2011.00,"Sector_1",11,"O",103.10
2011.00,"Sector_1",11,"F",97.60
2011.00,"Sector_1",11,"F",100.70
2011.00,"Sector_1",1,"F",113.40
2011.00,"Sector_1",1,"F",104.90
2011.00,"Sector_1",1,"F",114.00
2011.00,"Sector_1",1,"F",109.00
2011.00,"Sector_1",1,"F",100.80
2011.00,"Sector_1",1,"F",91.10
2011.00,"Sector_1",1,"O",100.70
2011.00,"Sector_1",1,"O",101.70
2011.00,"Sector_1",1,"F",103.60
2011.00,"Sector_1",1,"F",99.60
2011.00,"Sector_1",1,"F",112.40
2011.00,"Sector_1",1,"F",104.00
2011.00,"Sector_1",1,"F",104.00
2011.00,"Sector_1",1,"F",87.20
2011.00,"Sector_1",1,"F",108.60
2011.00,"Sector_1",1,"F",113.70
2011.00,"Sector_1",1,"F",106.40
2011.00,"Sector_1",1,"F",101.50
2011.00,"Sector_1",1,"F",113.30
2011.00,"Sector_1",1,"F",104.40
2011.00,"Sector_1",1,"F",93.80
2011.00,"Sector_1",1,"F",110.60
2011.00,"Sector_1",1,"F",96.00
2011.00,"Sector_1",1,"F",99.70
2011.00,"Sector_1",1,"F",102.30
2011.00,"Sector_1",1,"F",107.90
2011.00,"Sector_1",1,"F",102.00
2011.00,"Sector_1",1,"F",87.10
2011.00,"Sector_1",1,"O",98.90
2011.00,"Sector_1",1,"F",112.80
2011.00,"Sector_1",1,"F",106.30
2011.00,"Sector_1",1,"F",110.30
2011.00,"Sector_1",1,"F",103.00
2011.00,"Sector_1",1,"F",89.20
2011.00,"Sector_1",1,"F",106.90
2011.00,"Sector_1",1,"F",107.30
2011.00,"Sector_1",1,"F",99.30
2011.00,"Sector_1",1,"F",103.30
2011.00,"Sector_1",1,"F",95.60
2011.00,"Sector_1",1,"F",93.00
2011.00,"Sector_1",1,"F",103.20
2011.00,"Sector_1",1,"F",93.70
2011.00,"Sector_1",1,"F",97.50
2011.00,"Sector_1",1,"F",95.30
2011.00,"Sector_1",1,"F",101.40
2011.00,"Sector_1",1,"F",100.40
2011.00,"Sector_1",1,"F",107.40
2011.00,"Sector_1",1,"F",91.20
2011.00,"Sector_1",1,"F",109.00
2011.00,"Sector_1",1,"O",92.90
2011.00,"Sector_1",1,"F",96.00
2011.00,"Sector_1",1,"F",103.20
2011.00,"Sector_1",1,"F",107.40
2011.00,"Sector_1",1,"F",93.40
2011.00,"Sector_1",1,"F",101.20
2011.00,"Sector_1",1,"F",106.10
2011.00,"Sector_1",1,"F",100.00
2011.00,"Sector_1",1,"F",110.20
2011.00,"Sector_1",1,"F",108.50
2011.00,"Sector_1",1,"F",92.20
2011.00,"Sector_1",1,"F",110.00
2011.00,"Sector_1",1,"F",112.00
2011.00,"Sector_1",1,"F",86.60
2011.00,"Sector_1",1,"F",103.80
2011.00,"Sector_1",1,"F",114.30
2011.00,"Sector_1",1,"F",109.30
2011.00,"Sector_1",1,"F",99.60
2011.00,"Sector_1",1,"F",107.30
2011.00,"Sector_1",1,"F",106.50
2011.00,"Sector_1",1,"F",94.60
2011.00,"Sector_1",1,"O",113.80
2011.00,"Sector_1",1,"F",96.80
2011.00,"Sector_1",1,"O",96.40
2011.00,"Sector_1",1,"F",92.40
2011.00,"Sector_1",1,"F",97.30
2011.00,"Sector_1",1,"F",107.00
2011.00,"Sector_1",1,"F",95.90
2011.00,"Sector_1",1,"F",103.50
2011.00,"Sector_1",1,"F",93.10
2011.00,"Sector_1",1,"F",102.60
2011.00,"Sector_1",1,"F",97.70
2011.00,"Sector_1",1,"F",107.50
2011.00,"Sector_1",1,"F",104.80
2011.00,"Sector_1",1,"F",101.90
2011.00,"Sector_1",1,"F",104.70
2011.00,"Sector_1",1,"F",106.60
2011.00,"Sector_1",1,"F",86.20
2011.00,"Sector_1",1,"F",97.50
2011.00,"Sector_1",1,"O",107.00
2011.00,"Sector_1",1,"F",112.00
2011.00,"Sector_1",1,"F",107.30
2011.00,"Sector_1",1,"F",110.40
2011.00,"Sector_1",1,"F",103.40
2011.00,"Sector_1",1,"F",92.60
2011.00,"Sector_1",1,"F",90.60
2011.00,"Sector_1",10,"F",102.90
2011.00,"Sector_1",10,"F",109.10
2011.00,"Sector_1",10,"O",99.30
2011.00,"Sector_1",10,"O",99.30
2011.00,"Sector_1",10,"F",99.50
2011.00,"Sector_1",10,"O",99.70
2011.00,"Sector_1",10,"O",99.70
2011.00,"Sector_1",10,"F",113.20
2011.00,"Sector_1",10,"F",104.30
2011.00,"Sector_1",10,"F",116.70
2011.00,"Sector_1",10,"F",98.50
2011.00,"Sector_1",10,"F",103.10
2011.00,"Sector_1",10,"F",115.10
2011.00,"Sector_1",10,"F",109.20
2011.00,"Sector_1",10,"O",98.90
2011.00,"Sector_1",10,"O",90.90
2011.00,"Sector_1",10,"F",103.40
2011.00,"Sector_1",10,"F",109.10
2011.00,"Sector_1",10,"F",106.10
2011.00,"Sector_1",10,"F",101.70
2011.00,"Sector_1",10,"F",96.10
2011.00,"Sector_1",10,"F",95.90
2011.00,"Sector_1",10,"F",87.90
2011.00,"Sector_1",10,"F",99.80
2011.00,"Sector_1",2,"F",89.20
2011.00,"Sector_1",2,"F",71.20
2011.00,"Sector_1",2,"F",89.50
2011.00,"Sector_1",2,"F",95.20
2011.00,"Sector_1",2,"O",110.50
2011.00,"Sector_1",2,"O",89.40
2011.00,"Sector_1",2,"F",93.60
2011.00,"Sector_1",2,"F",102.70
2011.00,"Sector_1",2,"F",92.70
2011.00,"Sector_1",2,"F",103.10
2011.00,"Sector_1",2,"F",102.60
2011.00,"Sector_1",2,"F",94.60
2011.00,"Sector_1",2,"F",99.10
2011.00,"Sector_1",2,"F",106.30
2011.00,"Sector_1",2,"F",104.60
2011.00,"Sector_1",2,"F",87.20
2011.00,"Sector_1",2,"F",102.10
2011.00,"Sector_1",2,"F",86.40
2011.00,"Sector_1",2,"F",86.10
2011.00,"Sector_1",2,"F",99.70
2011.00,"Sector_1",2,"F",94.70
2011.00,"Sector_1",2,"F",93.10
2011.00,"Sector_1",2,"F",90.70
2011.00,"Sector_1",2,"F",105.60
2011.00,"Sector_1",2,"F",100.70
2011.00,"Sector_1",2,"F",98.50
2011.00,"Sector_1",2,"F",94.80
2011.00,"Sector_1",2,"F",85.70
2011.00,"Sector_1",2,"F",87.40
2011.00,"Sector_1",2,"O",113.40
2011.00,"Sector_1",2,"F",94.20
2011.00,"Sector_1",2,"F",96.40
2011.00,"Sector_1",2,"O",83.20
2011.00,"Sector_1",2,"F",99.40
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",95.30
2011.00,"Sector_1",2,"F",97.60
2011.00,"Sector_1",2,"F",96.50
2011.00,"Sector_1",2,"F",105.60
2011.00,"Sector_1",2,"F",102.20
2011.00,"Sector_1",2,"F",106.40
2011.00,"Sector_1",2,"F",97.60
2011.00,"Sector_1",2,"F",94.60
2011.00,"Sector_1",2,"F",101.90
2011.00,"Sector_1",2,"F",101.20
2011.00,"Sector_1",2,"F",100.40
2011.00,"Sector_1",2,"F",97.80
2011.00,"Sector_1",2,"F",96.10
2011.00,"Sector_1",2,"F",100.10
2011.00,"Sector_1",2,"F",108.40
2011.00,"Sector_1",2,"F",92.50
2011.00,"Sector_1",2,"F",88.30
2011.00,"Sector_1",2,"F",89.70
2011.00,"Sector_1",2,"F",93.20
2011.00,"Sector_1",2,"F",102.20
2011.00,"Sector_1",2,"F",104.20
2011.00,"Sector_1",2,"F",105.40
2011.00,"Sector_1",2,"F",91.60
2011.00,"Sector_1",2,"F",97.60
2011.00,"Sector_1",2,"F",107.50
2011.00,"Sector_1",2,"F",99.70
2011.00,"Sector_1",2,"F",97.20
2011.00,"Sector_1",2,"F",108.80
2011.00,"Sector_1",2,"F",109.80
2011.00,"Sector_1",2,"F",95.40
2011.00,"Sector_1",2,"F",105.40
2011.00,"Sector_1",2,"F",106.70
2011.00,"Sector_1",2,"F",98.40
2011.00,"Sector_1",2,"F",119.50
2011.00,"Sector_1",2,"F",109.10
2011.00,"Sector_1",2,"F",112.30
2011.00,"Sector_1",2,"F",94.60
2011.00,"Sector_1",2,"F",100.10
2011.00,"Sector_1",2,"F",87.60
2011.00,"Sector_1",2,"F",95.30
2011.00,"Sector_1",2,"F",94.70
2011.00,"Sector_1",2,"F",96.40
2011.00,"Sector_1",2,"F",93.70
2011.00,"Sector_1",2,"F",103.10
2011.00,"Sector_1",2,"F",96.30
2011.00,"Sector_1",2,"F",125.10
2011.00,"Sector_1",2,"F",98.70
2011.00,"Sector_1",2,"F",100.40
2011.00,"Sector_1",2,"F",94.30
2011.00,"Sector_1",2,"F",101.30
2011.00,"Sector_1",2,"F",76.60
2011.00,"Sector_1",2,"F",95.80
2011.00,"Sector_1",2,"F",84.80
2011.00,"Sector_1",2,"F",98.20
2011.00,"Sector_1",2,"F",101.70
2011.00,"Sector_1",2,"F",101.10
2011.00,"Sector_1",2,"F",98.20
2011.00,"Sector_1",2,"F",107.30
2011.00,"Sector_1",3,"F",97.70
2011.00,"Sector_1",3,"F",93.10
2011.00,"Sector_1",3,"F",102.10
2011.00,"Sector_1",3,"F",85.30
2011.00,"Sector_1",3,"F",96.50
2011.00,"Sector_1",3,"F",104.80
2011.00,"Sector_1",3,"F",99.20
2011.00,"Sector_1",3,"F",88.50
2011.00,"Sector_1",3,"F",96.50
2011.00,"Sector_1",3,"F",98.20
2011.00,"Sector_1",3,"F",89.80
2011.00,"Sector_1",3,"F",106.20
2011.00,"Sector_1",3,"F",85.70
2011.00,"Sector_1",3,"F",99.70
2011.00,"Sector_1",3,"F",100.40
2011.00,"Sector_1",3,"F",105.30
2011.00,"Sector_1",3,"F",101.90
2011.00,"Sector_1",3,"F",101.60
2011.00,"Sector_1",3,"F",105.70
2011.00,"Sector_1",3,"F",101.50
2011.00,"Sector_1",3,"F",105.20
2011.00,"Sector_1",3,"F",106.50
2011.00,"Sector_1",3,"F",99.60
2011.00,"Sector_1",3,"F",107.90
2011.00,"Sector_1",3,"F",106.40
2011.00,"Sector_1",3,"F",104.50
2011.00,"Sector_1",3,"F",92.20
2011.00,"Sector_1",3,"F",101.50
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",100.40
2011.00,"Sector_1",3,"F",106.50
2011.00,"Sector_1",3,"F",105.90
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",81.10
2011.00,"Sector_1",3,"F",110.50
2011.00,"Sector_1",3,"F",87.60
2011.00,"Sector_1",3,"F",102.20
2011.00,"Sector_1",3,"F",93.30
2011.00,"Sector_1",3,"F",91.30
2011.00,"Sector_1",3,"F",93.80
2011.00,"Sector_1",3,"F",107.20
2011.00,"Sector_1",3,"F",93.70
2011.00,"Sector_1",3,"F",90.10
2011.00,"Sector_1",3,"F",92.20
2011.00,"Sector_1",3,"F",91.10
2011.00,"Sector_1",3,"F",98.30
2011.00,"Sector_1",3,"F",111.30
2011.00,"Sector_1",3,"F",120.40
2011.00,"Sector_1",3,"F",89.30
2011.00,"Sector_1",3,"F",100.50
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",106.30
2011.00,"Sector_1",3,"F",91.50
2011.00,"Sector_1",3,"F",99.80
2011.00,"Sector_1",3,"F",96.60
2011.00,"Sector_1",3,"F",89.80
2011.00,"Sector_1",3,"F",117.20
2011.00,"Sector_1",3,"F",106.50
2011.00,"Sector_1",3,"F",106.60
2011.00,"Sector_1",3,"F",104.80
2011.00,"Sector_1",3,"F",105.70
2011.00,"Sector_1",3,"F",98.80
2011.00,"Sector_1",3,"F",116.70
2011.00,"Sector_1",3,"F",100.50
2011.00,"Sector_1",3,"F",92.10
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",94.90
2011.00,"Sector_1",3,"F",105.40
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",101.60
2011.00,"Sector_1",3,"F",98.30
2011.00,"Sector_1",3,"F",89.60
2011.00,"Sector_1",3,"F",93.60
2011.00,"Sector_1",3,"F",91.50
2011.00,"Sector_1",3,"F",91.60
2011.00,"Sector_1",3,"F",92.70
2011.00,"Sector_1",3,"F",96.10
2011.00,"Sector_1",3,"F",98.30
2011.00,"Sector_1",3,"F",113.30
2011.00,"Sector_1",3,"F",96.40
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",102.20
2011.00,"Sector_1",3,"F",106.60
2011.00,"Sector_1",3,"F",91.50
2011.00,"Sector_1",3,"F",94.20
2011.00,"Sector_1",3,"F",85.10
2011.00,"Sector_1",3,"F",89.70
2011.00,"Sector_1",3,"F",102.10
2011.00,"Sector_1",3,"F",91.30
2011.00,"Sector_1",3,"F",107.60
2011.00,"Sector_1",3,"F",92.70
2011.00,"Sector_1",3,"F",99.70
2011.00,"Sector_1",3,"F",100.50
2011.00,"Sector_1",3,"F",106.40
2011.00,"Sector_1",3,"F",102.70
2011.00,"Sector_1",3,"F",105.80
2011.00,"Sector_1",3,"F",106.90
2011.00,"Sector_1",3,"F",106.60
2011.00,"Sector_1",3,"F",112.30
2011.00,"Sector_1",3,"F",103.40
2011.00,"Sector_1",3,"F",103.20
2011.00,"Sector_1",3,"F",114.60
2011.00,"Sector_1",3,"F",113.60
2011.00,"Sector_1",3,"F",113.50
2011.00,"Sector_1",3,"F",115.50
2011.00,"Sector_1",3,"F",99.60
2011.00,"Sector_1",3,"F",96.10
2011.00,"Sector_1",3,"F",101.10
2011.00,"Sector_1",3,"F",98.60
2011.00,"Sector_1",3,"F",104.30
2011.00,"Sector_1",3,"F",94.30
2011.00,"Sector_1",3,"F",97.10
2011.00,"Sector_1",3,"F",100.30
2011.00,"Sector_1",3,"F",93.60
2011.00,"Sector_1",3,"F",101.70
2011.00,"Sector_1",3,"F",98.10
2011.00,"Sector_1",3,"F",102.90
2011.00,"Sector_1",3,"F",99.20
2011.00,"Sector_1",3,"F",106.10
2011.00,"Sector_1",3,"F",102.60
2011.00,"Sector_1",3,"F",103.70
2011.00,"Sector_1",3,"F",93.90
2011.00,"Sector_1",1,"F",104.50
2011.00,"Sector_1",1,"O",106.70
2011.00,"Sector_1",1,"F",107.50
2011.00,"Sector_1",1,"F",107.90
2011.00,"Sector_1",1,"F",104.00
2011.00,"Sector_1",1,"F",112.70
2011.00,"Sector_1",1,"F",112.10
2011.00,"Sector_1",1,"F",78.00
2011.00,"Sector_1",1,"F",107.20
2011.00,"Sector_1",1,"O",106.50
2011.00,"Sector_1",1,"F",116.00
2011.00,"Sector_1",1,"F",104.50
2011.00,"Sector_1",1,"F",107.70
2011.00,"Sector_1",1,"F",92.60
2011.00,"Sector_1",1,"F",137.00
2011.00,"Sector_1",1,"F",101.50
2011.00,"Sector_1",1,"F",110.40
2011.00,"Sector_1",1,"F",104.00
2011.00,"Sector_1",1,"F",93.20
2011.00,"Sector_1",1,"F",137.30
2011.00,"Sector_1",1,"F",107.00
2011.00,"Sector_1",1,"F",93.90
2011.00,"Sector_1",1,"F",113.80
2011.00,"Sector_1",1,"F",112.10
2011.00,"Sector_1",1,"F",103.40
2011.00,"Sector_1",1,"F",111.00
2011.00,"Sector_1",1,"F",105.00
2011.00,"Sector_1",1,"F",102.40
2011.00,"Sector_1",1,"F",110.00
2011.00,"Sector_1",1,"F",94.30
2011.00,"Sector_1",1,"F",111.50
2011.00,"Sector_1",1,"F",95.00
2011.00,"Sector_1",1,"F",97.10
2011.00,"Sector_1",1,"F",103.00
2011.00,"Sector_1",1,"F",98.00
2011.00,"Sector_1",1,"F",103.00
2011.00,"Sector_1",1,"F",114.00
2011.00,"Sector_1",1,"F",115.00
2011.00,"Sector_1",1,"F",109.10
2011.00,"Sector_1",1,"F",101.00
2011.00,"Sector_1",1,"F",99.50
2011.00,"Sector_1",1,"F",95.00
2011.00,"Sector_1",1,"F",105.00
2011.00,"Sector_1",1,"F",95.50
2011.00,"Sector_1",1,"F",107.10
2011.00,"Sector_1",1,"F",112.20
2011.00,"Sector_1",1,"F",102.40
2011.00,"Sector_1",1,"F",114.30
2011.00,"Sector_1",1,"O",102.00
2011.00,"Sector_1",1,"F",116.20
2011.00,"Sector_1",1,"F",136.60
2011.00,"Sector_1",1,"F",101.00
2011.00,"Sector_1",1,"F",84.00
2011.00,"Sector_1",1,"F",107.00
2011.00,"Sector_1",1,"F",115.60
2011.00,"Sector_1",1,"F",89.30
2011.00,"Sector_1",1,"F",114.50
2011.00,"Sector_1",1,"F",99.30
2011.00,"Sector_1",1,"F",106.90
2011.00,"Sector_1",1,"F",117.10
2011.00,"Sector_1",1,"F",95.00
2011.00,"Sector_1",1,"F",112.00
2011.00,"Sector_1",1,"F",112.00
2011.00,"Sector_1",1,"F",115.00
2011.00,"Sector_1",1,"F",116.00
2011.00,"Sector_1",1,"F",108.00
2011.00,"Sector_1",1,"F",108.00
2011.00,"Sector_1",1,"F",107.00
2011.00,"Sector_1",1,"F",105.50
2011.00,"Sector_1",1,"F",111.20
2011.00,"Sector_1",1,"F",105.00
2011.00,"Sector_1",1,"F",95.00
2011.00,"Sector_1",1,"F",105.00
2011.00,"Sector_1",1,"F",114.50
2011.00,"Sector_1",1,"F",115.00
2011.00,"Sector_1",1,"F",123.50
2011.00,"Sector_1",1,"F",115.30
2011.00,"Sector_1",1,"F",115.60
2011.00,"Sector_1",1,"F",111.50
2011.00,"Sector_1",1,"F",104.20
2011.00,"Sector_1",1,"F",103.90
2011.00,"Sector_1",1,"F",110.00
2011.00,"Sector_1",1,"F",108.60
2011.00,"Sector_1",1,"F",113.50
2011.00,"Sector_1",1,"F",111.30
2011.00,"Sector_1",1,"F",115.60
2011.00,"Sector_1",1,"F",110.00
2011.00,"Sector_1",1,"F",112.80
2011.00,"Sector_1",1,"F",107.90
2011.00,"Sector_1",1,"F",101.00
2011.00,"Sector_1",1,"F",108.90
2011.00,"Sector_1",1,"F",102.60
2011.00,"Sector_1",1,"F",105.90
2011.00,"Sector_1",1,"F",98.30
2011.00,"Sector_1",1,"F",112.00
2011.00,"Sector_1",2,"F",99.60
2011.00,"Sector_1",2,"F",95.30
2011.00,"Sector_1",2,"F",107.70
2011.00,"Sector_1",2,"F",99.50
2011.00,"Sector_1",2,"F",98.10
2011.00,"Sector_1",2,"F",96.50
2011.00,"Sector_1",2,"F",94.10
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",99.10
2011.00,"Sector_1",2,"F",102.50
2011.00,"Sector_1",2,"O",93.10
2011.00,"Sector_1",2,"F",89.90
2011.00,"Sector_1",2,"F",89.40
2011.00,"Sector_1",2,"F",85.20
2011.00,"Sector_1",2,"F",94.10
2011.00,"Sector_1",2,"F",99.80
2011.00,"Sector_1",2,"F",97.70
2011.00,"Sector_1",2,"F",101.80
2011.00,"Sector_1",2,"F",105.90
2011.00,"Sector_1",2,"F",91.50
2011.00,"Sector_1",2,"F",97.80
2011.00,"Sector_1",2,"F",95.80
2011.00,"Sector_1",2,"O",93.50
2011.00,"Sector_1",2,"F",89.70
2011.00,"Sector_1",2,"F",90.80
2011.00,"Sector_1",2,"F",99.20
2011.00,"Sector_1",2,"F",100.10
2011.00,"Sector_1",2,"F",104.20
2011.00,"Sector_1",2,"F",98.20
2011.00,"Sector_1",2,"F",99.10
2011.00,"Sector_1",2,"F",101.60
2011.00,"Sector_1",2,"F",94.40
2011.00,"Sector_1",2,"F",90.50
2011.00,"Sector_1",2,"F",96.40
2011.00,"Sector_1",2,"F",97.30
2011.00,"Sector_1",2,"F",99.70
2011.00,"Sector_1",2,"F",98.10
2011.00,"Sector_1",2,"F",95.50
2011.00,"Sector_1",2,"F",90.20
2011.00,"Sector_1",2,"F",97.50
2011.00,"Sector_1",2,"F",94.30
2011.00,"Sector_1",2,"F",109.30
2011.00,"Sector_1",2,"F",99.50
2011.00,"Sector_1",2,"F",103.40
2011.00,"Sector_1",2,"F",82.50
2011.00,"Sector_1",2,"F",104.90
2011.00,"Sector_1",2,"F",121.40
2011.00,"Sector_1",2,"F",97.70
2011.00,"Sector_1",2,"F",101.10
2011.00,"Sector_1",2,"F",98.60
2011.00,"Sector_1",2,"F",78.10
2011.00,"Sector_1",2,"F",97.20
2011.00,"Sector_1",2,"F",107.10
2011.00,"Sector_1",2,"F",98.50
2011.00,"Sector_1",2,"F",94.60
2011.00,"Sector_1",2,"F",102.90
2011.00,"Sector_1",2,"F",93.40
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",98.50
2011.00,"Sector_1",2,"F",92.50
2011.00,"Sector_1",2,"F",109.80
2011.00,"Sector_1",2,"F",101.10
2011.00,"Sector_1",2,"F",105.10
2011.00,"Sector_1",2,"F",91.60
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",99.90
2011.00,"Sector_1",2,"F",104.60
2011.00,"Sector_1",2,"F",103.70
2011.00,"Sector_1",2,"F",115.80
2011.00,"Sector_1",2,"F",96.70
2011.00,"Sector_1",2,"F",104.20
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",101.60
2011.00,"Sector_1",2,"F",91.10
2011.00,"Sector_1",2,"F",106.20
2011.00,"Sector_1",2,"F",110.70
2011.00,"Sector_1",2,"F",108.70
2011.00,"Sector_1",2,"F",119.20
2011.00,"Sector_1",2,"F",110.30
2011.00,"Sector_1",2,"F",105.20
2011.00,"Sector_1",2,"F",93.60
2011.00,"Sector_1",2,"F",102.20
2011.00,"Sector_1",2,"F",98.10
2011.00,"Sector_1",2,"F",102.60
2011.00,"Sector_1",2,"F",98.10
2011.00,"Sector_1",2,"F",105.40
2011.00,"Sector_1",2,"F",95.80
2011.00,"Sector_1",2,"F",99.20
2011.00,"Sector_1",2,"F",85.50
2011.00,"Sector_1",2,"F",105.80
2011.00,"Sector_1",2,"F",98.40
2011.00,"Sector_1",2,"F",109.10
2011.00,"Sector_1",2,"F",124.20
2011.00,"Sector_1",2,"F",109.30
2011.00,"Sector_1",2,"F",101.30
2011.00,"Sector_1",2,"F",110.40
2011.00,"Sector_1",2,"F",100.20
2011.00,"Sector_1",2,"F",103.20
2011.00,"Sector_1",2,"F",105.20
2011.00,"Sector_1",2,"F",88.30
2011.00,"Sector_1",2,"F",96.40
2011.00,"Sector_1",2,"F",105.60
2011.00,"Sector_1",2,"F",88.30
2011.00,"Sector_1",2,"F",101.70
2011.00,"Sector_1",2,"F",115.60
2011.00,"Sector_1",2,"F",115.10
2011.00,"Sector_1",2,"F",101.60
2011.00,"Sector_1",2,"F",105.30
2011.00,"Sector_1",2,"F",106.80
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",101.20
2011.00,"Sector_1",2,"O",98.40
2011.00,"Sector_1",2,"F",85.30
2011.00,"Sector_1",2,"F",111.50
2011.00,"Sector_1",2,"F",93.20
2011.00,"Sector_1",2,"F",94.10
2011.00,"Sector_1",2,"O",87.70
2011.00,"Sector_1",2,"F",91.80
2011.00,"Sector_1",2,"F",87.50
2011.00,"Sector_1",2,"F",103.20
2011.00,"Sector_1",2,"F",101.10
2011.00,"Sector_1",2,"F",98.90
2011.00,"Sector_1",2,"F",108.90
2011.00,"Sector_1",2,"F",112.00
2011.00,"Sector_1",2,"F",120.30
2011.00,"Sector_1",2,"F",116.00
2011.00,"Sector_1",2,"F",104.50
2011.00,"Sector_1",2,"F",105.50
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",104.50
2011.00,"Sector_1",2,"F",127.80
2011.00,"Sector_1",2,"F",94.10
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",118.00
2011.00,"Sector_1",2,"F",92.10
2011.00,"Sector_1",2,"F",107.60
2011.00,"Sector_1",2,"F",92.90
2011.00,"Sector_1",2,"F",111.50
2011.00,"Sector_1",2,"F",104.50
2011.00,"Sector_1",2,"F",118.50
2011.00,"Sector_1",2,"F",111.10
2011.00,"Sector_1",2,"F",108.50
2011.00,"Sector_1",2,"F",105.00
2011.00,"Sector_1",2,"F",108.00
2011.00,"Sector_1",2,"F",129.10
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",102.00
2011.00,"Sector_1",2,"F",115.00
2011.00,"Sector_1",2,"F",133.90
2011.00,"Sector_1",2,"F",123.50
2011.00,"Sector_1",2,"F",105.00
2011.00,"Sector_1",2,"F",106.10
2011.00,"Sector_1",2,"F",101.60
2011.00,"Sector_1",2,"F",103.60
2011.00,"Sector_1",2,"F",113.90
2011.00,"Sector_1",2,"F",111.50
2011.00,"Sector_1",2,"F",109.10
2011.00,"Sector_1",2,"F",112.20
2011.00,"Sector_1",2,"F",142.70
2011.00,"Sector_1",2,"F",110.90
2011.00,"Sector_1",2,"F",107.40
2011.00,"Sector_1",2,"F",105.30
2011.00,"Sector_1",2,"F",102.40
2011.00,"Sector_1",2,"F",111.50
2011.00,"Sector_1",2,"F",103.80
2011.00,"Sector_1",2,"F",107.10
2011.00,"Sector_1",2,"F",135.70
2011.00,"Sector_1",2,"F",97.50
2011.00,"Sector_1",2,"F",98.30
2011.00,"Sector_1",2,"F",109.00
2011.00,"Sector_1",2,"F",127.20
2011.00,"Sector_1",2,"O",101.30
2011.00,"Sector_1",2,"O",102.40
2011.00,"Sector_1",2,"O",102.00
2011.00,"Sector_1",2,"O",114.30
2011.00,"Sector_1",2,"O",113.50
2011.00,"Sector_1",2,"O",112.10
2011.00,"Sector_1",2,"O",105.00
2011.00,"Sector_1",2,"O",99.70
2011.00,"Sector_1",2,"O",109.00
2011.00,"Sector_1",2,"O",101.90
2011.00,"Sector_1",2,"O",108.00
2011.00,"Sector_1",2,"F",120.90
2011.00,"Sector_1",2,"F",103.50
2011.00,"Sector_1",2,"F",112.90
2011.00,"Sector_1",2,"F",104.10
2011.00,"Sector_1",2,"O",99.10
